category,name,address,postal_code,phone,phone2,website,email,hours,services,notes,rating,halal_status,languages
Part 1: Business Directory by Category,Finch Vape Store (in Hasty Market),"6-6640 Finch Ave W, M9W 0B3",M9W 0B3,647-215-3979,,Convenience store hours,,Convenience store hours,,,,,
Part 1: Business Directory by Category,Gill International Travel,"1066 Albion Rd, M9V 1A7",M9V 1A7,416-740-0000,,India specialist since 1982,,India specialist since 1982,,,,,
Part 1: Business Directory by Category,Golden Supplies Ltd.,"9 Royal Crest Rd #1-2, M9V 2L6",M9V 2L6,416-748-2116,,"Mon-Sat 9am-6pm, Sun 10am-3pm",,"Mon-Sat 9am-6pm, Sun 10am-3pm",,,,,
Part 1: Business Directory by Category,Gulf Jewellers,"999 Albion Rd, M9V 1A6",M9V 1A6,416-741-4853,,Jewelry sales,,Jewelry sales,,,,,
Part 1: Business Directory by Category,Harry Jeweler,"11 Westmore Dr, M9V 3Y6",M9V 3Y6,416-880-5044,,Cash for gold,,Cash for gold,,,,,
Part 1: Business Directory by Category,Hayyi and Sons Jewellers,"670 Rexdale Blvd #3B, M9W 0B5",M9W 0B5,905-918-1201,,"Jewelry, gold buying",,"Jewelry, gold buying",,,,,
Part 1: Business Directory by Category,Hercules Moving Company,844-462-6683 (serves Rexdale),,"Local, long-distance, international",,,,,,,,,
Part 1: Business Directory by Category,Hotel,Address,,Phone,,Rate Range,,Rate Range,,,,,
Part 1: Business Directory by Category,JMF Gold Limited,"3-670 Rexdale Blvd, M9W 0B5",M9W 0B5,647-349-4653,,Precious metals,,Precious metals,,,,,
Part 1: Business Directory by Category,JP Wireless,"38 Rexdale Blvd, M9W 5Z3",M9W 5Z3,647-348-1414,,"Screen replacement, unlocking, data recovery",,"Screen replacement, unlocking, data recovery",,,,,
Part 1: Business Directory by Category,Jeweler,Address,,Phone,,Specialty,,Specialty,,,,,
Part 1: Business Directory by Category,KMG Appliance Repair,Via website,,"Whirlpool authorized, 90-day warranty",,,,,,,,,
Part 1: Business Directory by Category,KMQ Precious Metals (Khalid Jewellers),"5-670 Rexdale Blvd, M9W 0B5",M9W 0B5,647-560-3754,,"Gold, silver, platinum",,"Gold, silver, platinum",,,,,
Part 1: Business Directory by Category,Karat 22 Jewellers,"993 Albion Rd, M9V 1A6",M9V 1A6,416-741-1665,,22K gold specialty,,22K gold specialty,,,,,
Part 1: Business Directory by Category,Kesan Electronics,"44 Rexdale Blvd, M9W 5Z3",M9W 5Z3,416-551-6396,,"Phone/laptop repair, screens starting $50",,"Phone/laptop repair, screens starting $50",,,,,
Part 1: Business Directory by Category,Khalsa Travel & Tours,"130 Westmore Dr, M9V 5E2",M9V 5E2,416-748-8800,,India/Punjab specialist since 1979; TICO certified,,India/Punjab specialist since 1979; TICO certified,,,,,
Part 1: Business Directory by Category,Kumar Diamonds,"1048 Albion Rd, M9V 1A7",M9V 1A7,416-633-0664,,Diamonds specialty,,Diamonds specialty,,,,,
Part 1: Business Directory by Category,Leo Electronics,"1770 Albion Rd #45, M9V 1C2",M9V 1C2,416-748-3636,,Electronics/phone/computer repair,,Electronics/phone/computer repair,,,,,
Part 1: Business Directory by Category,Let's Get Moving,289-295-3880,,"Award-winning, 4,000+ Google reviews",,,,,,,,,
Part 1: Business Directory by Category,Liz Jewellery & Gifts,"1530 Albion Rd, M9V 1B4",M9V 1B4,416-744-9333,,Jewelry and gifts,,Jewelry and gifts,,,,,
Part 1: Business Directory by Category,Lock-Up Services,416-255-3500,,Operating since 1967,,,,,,,,,
Part 1: Business Directory by Category,Locksmith On The Way,416-479-0720,,Alarm/intercom installation,,,,,,,,,
Part 1: Business Directory by Category,Mann Travels & Tours,"2267 Islington Ave, M9W 3W7",M9W 3W7,416-740-6262,,South Asian travel,,South Asian travel,,,,,
Part 1: Business Directory by Category,Maple Leaf Locksmith,647-323-3297,,"Residential, commercial, automotive",,,,,,,,,
Part 1: Business Directory by Category,Momentum Academy of Performing Arts,"12-286 Attwell Dr, M9W 5B2",M9W 5B2,416-559-0511,,"Performing arts, dance",,"Performing arts, dance",,,,,
Part 1: Business Directory by Category,Money Mart,"130 Rexdale Blvd, M9W 1P6",M9W 1P6,416-743-0440,,"Mon-Fri 8am-12am, Sat 8am-9pm, Sun 10am-6pm",,"Mon-Fri 8am-12am, Sat 8am-9pm, Sun 10am-6pm",,,,,
Part 1: Business Directory by Category,New Advance Wireless,"32A Rexdale Blvd, M9W 5Z3",M9W 5Z3,416-551-2964,,"Phone repair, SIM cards, 4.8/5 rating",,"Phone repair, SIM cards, 4.8/5 rating",,,,,
Part 1: Business Directory by Category,New Century Taekwondo,"335 Rexdale Blvd, M9W 1R9",M9W 1R9,416-747-2828,,"Taekwondo, Combat Sambo, Self Defense; 45+ years serving Etobicoke",,"Taekwondo, Combat Sambo, Self Defense; 45+ years serving Etobicoke",,,,,
Part 1: Business Directory by Category,New Maharani Jewellers,"1011 Albion Rd, M9V 1A6",M9V 1A6,416-746-5454,,"18K-24K gold, diamonds; family-owned since 1996",,"18K-24K gold, diamonds; family-owned since 1996",,,,,
Part 1: Business Directory by Category,Nova Staffing (Power Personnel),"27-680 Rexdale Blvd #27A, M9W 0B5",M9W 0B5,416-749-1254,,General staffing,,General staffing,,,,,
Part 1: Business Directory by Category,Omesh Designs & Pawnshop,"3-6440 Finch Ave W, M9V 1T4",M9V 1T4,416-825-1219,,"Pawn loans, jewelry, gold buying",,"Pawn loans, jewelry, gold buying",,,,,
Part 1: Business Directory by Category,Omesh Jewellery Designs & Pawnshop,"6640 Finch Ave W, M9W 0B3",M9W 0B3,416-398-3510,,"Pawn loans, jewelry repair, gold buying",,"Pawn loans, jewelry repair, gold buying",,,,,
Part 1: Business Directory by Category,One Day Movers,437-774-7495,,Same-day service available,,,,,,,,,
Part 1: Business Directory by Category,One Plant Etobicoke,"680 Rexdale Blvd #5, M9W 0B5",M9W 0B5,647-872-2380,,Call for hours,,Call for hours,,,,,
Part 1: Business Directory by Category,Onkar Travels,"991 Albion Rd, M9V 1A6",M9V 1A6,416-749-5515,,South Asian travel,,South Asian travel,,,,,
Part 1: Business Directory by Category,Paradise Movers,Via website,,25+ years experience,,,,,,,,,
Part 1: Business Directory by Category,Paul Fabrics,"22 Goodmark Place, M9W 6R2",M9W 6R2,Via directory,,Fabric retail/wholesale,,Fabric retail/wholesale,,,,,
Part 1: Business Directory by Category,Penske Truck Rental,"205 Belfield Rd, M9W 1H2",M9W 1H2,416-245-3000,,"Mon-Fri 7am-6pm, Sat 7:30am-12pm",,"Mon-Fri 7am-6pm, Sat 7:30am-12pm",,,,,
Part 1: Business Directory by Category,Pro Passport Photo,992 Albion Rd,,Via location,,Fast 5-10 min service,,Fast 5-10 min service,,,,,
Part 1: Business Directory by Category,Purple Pineapple Cannabis,"25 Woodbine Downs Blvd #8, M9W 6N5",M9W 6N5,Via website,,"Mon-Sat 10am-11pm, Sun 11am-9pm",,"Mon-Sat 10am-11pm, Sun 11am-9pm",,,,,
Part 1: Business Directory by Category,RJF Boxing Club (Youth Unlimited),"2459 Islington Ave, M9W 3X9",M9W 3X9,647-571-1329,,Boxing; FREE program for youth/adults,,Boxing; FREE program for youth/adults,,,,,
Part 1: Business Directory by Category,Radiant Staffing Services,"206-680 Rexdale Blvd, M9W 0B5",M9W 0B5,647-478-3936,,"Skilled, technical, office",,"Skilled, technical, office",,,,,
Part 1: Business Directory by Category,Raghu Jewellers,"1064 Albion Rd, M9V 1A7",M9V 1A7,416-740-1266,,"Gold, silver, platinum, diamonds",,"Gold, silver, platinum, diamonds",,,,,
Part 1: Business Directory by Category,Ready Employment Agency,"4-175 Rexdale Blvd, M9W 1P7",M9W 1P7,416-666-9563,,General placement,,General placement,,,,,
Part 1: Business Directory by Category,Rexdale Building Supply (RBS Concrete),"19 Taber Rd, M9W 3A7",M9W 3A7,647-849-3971,,"Mon-Fri 7am-6pm, Sat 7am-1pm",,"Mon-Fri 7am-6pm, Sat 7am-1pm",,,,,
Part 1: Business Directory by Category,Rexdale Employment & Social Services (City of Toronto),"21 Panorama Court #21, M9V 4E3",M9V 4E3,416-338-3988,,"Ontario Works, job search support",,"Ontario Works, job search support",,,,,
Part 1: Business Directory by Category,Rexdale Women's Centre (WERC),"21 Panorama Court #22, M9V 4E3",M9V 4E3,416-745-0062,,"Employment services for women, multilingual support",,"Employment services for women, multilingual support",,,,,
Part 1: Business Directory by Category,Royal African Travel and Cargo,"2428 Islington Ave, M9W 3X8",M9W 3X8,416-740-5617,,,,,,,,,
Part 1: Business Directory by Category,Royal Audio Video Ltd,"1692 Albion Rd, M9V 1B8",M9V 1B8,416-748-8902,,"Video/audio production, South Asian events",,"Video/audio production, South Asian events",,,,,
Part 1: Business Directory by Category,Scarborough Textile & Fabric,"2659 Islington Ave, M9V 2X6",M9V 2X6,416-742-0010,,"Mon-Sat 11am-8pm, Sun 11am-7pm",,"Mon-Sat 11am-8pm, Sun 11am-7pm",,,,,
Part 1: Business Directory by Category,School,Address,,Phone,,Discipline,,Discipline,,,,,
Part 1: Business Directory by Category,Service,Address,,Phone,,Price,,Price,,,,,
Part 1: Business Directory by Category,Sessions Cannabis - Albion,"1530 Albion Rd #100B, M9V 1B4",M9V 1B4,416-740-1916,,Daily 9am-11pm,,Daily 9am-11pm,,,,,
Part 1: Business Directory by Category,Shadowkicks Taekwondo,"101 Westmore Dr #103, M9V 3Y6",M9V 3Y6,416-556-3480,,Taekwondo; boutique school,,Taekwondo; boutique school,,,,,
Part 1: Business Directory by Category,Shop,Address,,Phone,,Hours,,Hours,,,,,
Part 1: Business Directory by Category,Skye Hotel & Residences (Best Western),"136 Westmore Dr, M9V 3Y6",M9V 3Y6,416-746-4691,,$77-$237,,$77-$237,,,,,
Part 1: Business Directory by Category,Snap Photo Studio,"500 Rexdale Blvd #K6A (Woodbine Centre), M9W 6K5",M9W 6K5,647-348-9400,,"Portraits, weddings, 4.7/5 rating",,"Portraits, weddings, 4.7/5 rating",,,,,
Part 1: Business Directory by Category,Spiritleaf Rexdale,"900 Albion Rd, Unit C25, M9V 1A5",M9V 1A5,416-741-6988,,Daily 10am-10pm,,Daily 10am-10pm,,,,,
Part 1: Business Directory by Category,Star Force Inc.,"260 Rexdale Blvd, M9W 1R2",M9W 1R2,416-742-5511,,"Industrial, recruitment",,"Industrial, recruitment",,,,,
Part 1: Business Directory by Category,Starlight International Travel,"1123 Albion Rd, M9V 1A9",M9V 1A9,416-745-0000,,Worldwide since 1984,,Worldwide since 1984,,,,,
Part 1: Business Directory by Category,Studio,Address,,Phone,,Styles,,Styles,,,,,
Part 1: Business Directory by Category,TechTech Computer Repair,"1530 Albion Rd #91, M9V 1B4",M9V 1B4,416-748-3663,,"PC/Mac repair, free diagnostic, 90-day warranty",,"PC/Mac repair, free diagnostic, 90-day warranty",,,,,
Part 1: Business Directory by Category,The Career Foundation,"2150 Islington Ave #210, M9P 3V4",M9P 3V4,416-235-1091,,"Skills training, Better Jobs Ontario program",,"Skills training, Better Jobs Ontario program",,,,,
Part 1: Business Directory by Category,Top 1 Locksmith,647-496-1112,,Smart lock installation,,,,,,,,,
Part 1: Business Directory by Category,Toro Vape Shop,"2291 Kipling Ave #104, M9W 4L6",M9W 4L6,647-242-8188,,Daily 9am-11pm,,Daily 9am-11pm,,,,,
Part 1: Business Directory by Category,Toronto Reserve Gold,"1052 Albion Rd, M9V 1A7",M9V 1A7,416-741-4653,,"Bullion bars/coins, scrap gold, dental gold",,"Bullion bars/coins, scrap gold, dental gold",,,,,
Part 1: Business Directory by Category,Toronto Top Locksmith,647-479-7764,,"15-20 min response, WSIB insured",,,,,,,,,
Part 1: Business Directory by Category,U-Haul Dealer,"24 Ronson Dr #14, M9W 1B4",M9W 1B4,416-744-1064,,Mon-Fri 10:30am-5:30pm,,Mon-Fri 10:30am-5:30pm,,,,,
Part 1: Business Directory by Category,U-Haul Dealer,"55 Woodbine Downs Blvd #2A, M9W 6N5",M9W 6N5,416-747-9456,,Daily 10am-7pm,,Daily 10am-7pm,,,,,
Part 1: Business Directory by Category,U-Haul Moving & Storage,"240 Rexdale Blvd, M9W 1R2",M9W 1R2,416-740-9963,,"Mon-Sat 7am-7pm, Sun 9am-5pm",,"Mon-Sat 7am-7pm, Sun 9am-5pm",,,,,
Part 1: Business Directory by Category,Vape Amigos,"109-19 Woodbine Downs Blvd, M9W 6N5",M9W 6N5,647-641-4453,,Not listed,,Not listed,,,,,
Part 1: Business Directory by Category,Vape Denz,"105-1625 Albion Rd, M9V 5H8",M9V 5H8,905-758-2354,,Daily 11am-10pm,,Daily 11am-10pm,,,,,
Part 1: Business Directory by Category,Wise Move Solutions,Via website,,Best Price Guarantee,,,,,,,,,
Part 1: Business Directory by Category,Woodbine Hotel & Suites,"30 Vice Regent Blvd, M9W 7A4",M9W 7A4,416-743-9997,,$77-$131,,$77-$131,,,,,
Part 1: Business Directory by Category,YMCA Employment & Immigrant Services,"83-1530 Albion Rd, M9V 1B4",M9V 1B4,416-741-8714,,"Career planning, newcomer services, language assessment",,"Career planning, newcomer services, language assessment",,,,,
Part 1: Business Directory by Category,You Move Me Toronto,270 Rexdale Blvd - 647-691-4436,,"Residential, commercial, senior moving",,,,,,,,,
Party/Event Rentals,Affair Tent & Event Rentals,"1146 Cardiff Blvd, Mississauga, ON L5S 1P7 (near Pearson)",,(905) 795-1600,,affair-rentals.com,,,"Pop up/frame/pole/clear span tents, flooring, lighting, staging, heating/cooling, dance floors, lounge furniture, dishware, linens, catering equipment","Established 1986; one of Canada's largest tent inventories; 40,000 sq ft facility; tents City of Toronto certified",,,
Party/Event Rentals,D&D Party Rental,,,,,ddpartyrental.com,,,"Tents, tables, chairs, dance floors, linens, dinnerware, catering equipment, BBQ, staging, AV, decor",Family-owned since 1979; 45+ years experience,,,
Party/Event Rentals,Decor-Rent,,,(905) 761-2140,,decor-rent.com,,,"Tents (20-200+ people), tables, chairs ($6.50+ chiavari), chair covers, linens, dishware, wedding backdrops, room draping, patio heaters",State-of-the-art in-house laundry/dishwashing; tent packages available,,,
Pawn Shops/Cash for Gold,Gold Buyer - 670 Rexdale Blvd,"3-670 Rexdale Blvd and 5-670 Rexdale Blvd, Etobicoke, ON M9W 0B5",M9W 0B5,,,,,,"Gold, silver & platinum buying",,,,
Pawn Shops/Cash for Gold,Harry's Jewellery (Cash for Gold),"1770 Albion Rd, Unit 50, Etobicoke, ON",,416-880-5044 (24/7),,cashforgold.live,,,"Cash for gold (10K-22K), gold jewelry buying",20+ years in business; private transaction rooms,,,
Pawn Shops/Cash for Gold,Jeweller/Gold Buyer - 1052 Albion Rd,"1052 Albion Rd, Etobicoke, ON M9V 1A7",M9V 1A7,,,,,,"Gold, silver & platinum buying and selling",,,,
Pest Control,Pestend Pest Control,,,,,,,,### Cleaning Services,,,,
Pest Control,Pesticon,,,416-839-1097,,,,Mon-Sun 8am-10pm,,,,,
Pet Stores,Pet Valu - Albion Centre,,,,,,,,,,,,
Pet Stores,Pet Valu - Rexdale Boulevard,,,,,,,,,,,,
Pet Stores,Pet Valu - SmartCentres Rexdale,,,,,,,,,,,,
Pet Stores,TT Aquarium and Pets,,,,,,,,"Rexdale Animal Hospital offers grooming and boarding services on-site. Pet Valu SmartCentres has self-serve dog wash stations. For dedicated boarding, Home Buddies Doggie Daycare (serving Etobicoke since 1988) offers over 6,000 sq ft of indoor/outdoor space with complimentary trial days. Hot Diggity Dogs operates a three-story ""Bark Mansion"" with Bark Bus pickup service.",,,,
Pizza Chains,Domino's Pizza - Albion Road,,,416-744-9800,,,,,,,,,
Pizza Chains,Doughbox Wood-Fired Pizza & Pasta,,,,,doughbox.ca/location/doughbox-rexdale,,,,,,,
Pizza Chains,Pizza Pizza,,,416-967-1111,,,,"11am-2am Sun-Wed, 11am-3am Thu-Sat",,,,,
Plumbers (24/7 Emergency Services),ANTA Plumbing,,,416-231-3331,,,,,,,,,
Plumbers (24/7 Emergency Services),DrainWorks Plumbing,,,,,drainworks.com,,"Features: Same-day emergency (no after-hours fees), 1-year warranty",,,"4.9/5 from 1,800+ homeowners",,
Plumbers (24/7 Emergency Services),John The Plumber,,,,,johntheplumber.ca/etobicoke,,,"Same-day service, drain cleaning, hydro jetting, water heater repair",,,,
Plumbers (24/7 Emergency Services),New Canadian Drain & Plumbing,,,416-651-2990,,newcanadiandrain.com,,,,,,,
Police,Crime Stoppers Toronto,,,,,222tips.com,,,,,,,
Police,Toronto Police - 23 Division,,,416-808-2300,,,23Division@torontopolice.on.ca,,,,,,
Pool Service Companies Serving Rexdale,Etobicoke Pool Services Inc.,,,905-597,(7946),www.etobicokepoolservices.com,contact@etobicokepoolservices.com,,Features: Part of York Pool Services network,,,,
Pool Service Companies Serving Rexdale,People for Pools,,,,,www.pfpools.com,,,"Pool opening/closing, weekly/bi-weekly maintenance, vinyl liner replacement, safety cover installation, leak detection and plumbing pressure tests, inground pool construction, pool renovation, fibreglass upgrades, hot tub and water features",,,,
Pool Service Companies Serving Rexdale,PoolZenia (Etobicoke Location),,,1-888-766-5779,,www.poolzenia.com/etobicoke,info@poolzenia.com,,"Pool opening/closing, safety cover installation, liner installation, hot tub and swim spa service, leak detection, water care program (full-season), commercial pool services, pool rehabilitation, equipment installation",,,,
Pool Service Companies Serving Rexdale,Solda Pools Ltd. (Premium Pool Builder),"76 Orenda Rd, Brampton, ON L6W 1W1 (Head Office)",,(905) 796-6500,,www.soldapools.com,,"Office Mon-Fri 9am-5pm, Service Advisors Mon-Fri 7:30am-5pm","Hot Tub Services: Custom designed spas, concrete gunite spas",,4.2/5 (97 Google reviews),,
Pool Supply Stores,Lakeshore Pools & Hot Tubs,,,,,www.lakeshorepoolsandtubs.com,,,### Pool Services Comparison Matrix,,,,
Pool Supply Stores,The Pool Supply Centre,"212 Brown's Line, Etobicoke, ON M8W 3T4",M8W 3T4,(416) 259-5089,,www.poolsupplycentre.ca,poolsupplycentre@rogers.com,"Mon-Fri 10am-6pm, Sat 10am-4pm, Sun Closed","Pool opening/closing/repairs/service, weekly/bi-weekly maintenance, computerized water analysis",,,,
"Protection Plus \u2014 A+ BBB rated, explicitly serves Rexdale",Services offered,"120 Woodstream Blvd #12, Woodbridge, ON L4L 7Z1",,1-888-205-4036 (,,utsgroup.ca,,,"Locksmith services (Mul-T-Lock, Medeco authorized dealer)",,"Certifications: ULC-listed 24/7 monitoring, A+ BBB rating, CANASA member, Alarm.com authorized provider, TAOL and ALOA member",,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Abell Pest Control,"246 Attwell Dr, M9W 5B4",M9W 5B4,(416) 299-6400,,(416) 299-6400,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Ian's Technical Services,"20-22 Goodmark Pl, M9W 6R2",M9W 6R2,(416) 230-9690,,(416) 230-9690,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Metro King Pest Control,"12-70 Belfield Rd, M9W 1G3",M9W 1G3,Listed,,Listed,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Metro Pool Services,"81 Kelfield St, M9W 5A3",M9W 5A3,(416) 248-6639,,(416) 248-6639,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Pesticon Pest Control,"100 Rexdale Blvd, M9W 1N7",M9W 1N7,(416) 839-1097,,(416) 839-1097,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",Pestiseed,"1915 Martin Grove Rd, M9V 3T2",M9V 3T2,(437) 771-8717,,(437) 771-8717,,,,,,,
"Quick Reference: Businesses Physically in Rexdale (M9W, M9V)",ServiceMaster Clean,"122 Galaxy Blvd, M9W 4Y6",M9W 4Y6,(647) 503-5151,,(647) 503-5151,,,,,,,
RELIGIOUS INSTITUTIONS,BAPS Swaminarayan Mandir,~2km west of Sikh Spiritual Centre,,,,,,,,,,,
RELIGIOUS INSTITUTIONS,Church,Address,,Phone,,,,,,,,,
RELIGIOUS INSTITUTIONS,Covenant Reformed Church,265 Albion Rd,,416-747-1179,,,,,,,,,
RELIGIOUS INSTITUTIONS,Grace Fellowship Church,28 Elmhurst Dr,,\u2014,,,,,,,,,
RELIGIOUS INSTITUTIONS,Gurdwara,Address,,Phone,,Notes,,,,,,,
RELIGIOUS INSTITUTIONS,Logos Apostolic Ministry,380 Albion Rd,,416-742-2229,,,,,,,,,
RELIGIOUS INSTITUTIONS,Mosque,Address,,Notes,,,,,,,,,
RELIGIOUS INSTITUTIONS,Mosque,595 Albion Rd,,416-878-7346,,,,,,,,,
RELIGIOUS INSTITUTIONS,Mount Olive SDA Church,1030 Albion Rd,,Est. 1990,,,,,,,,,
RELIGIOUS INSTITUTIONS,Rexdale Alliance Church,\u2014,,\u2014,,,,,,,,,
RELIGIOUS INSTITUTIONS,Rexdale Jame Masjid,\u2014,,"Est. 1987, 300-400 capacity",,,,,,,,,
RELIGIOUS INSTITUTIONS,Rexdale Singh Sabha,47 Baywood Rd,,\u2014,,"Welcoming, Langar",,,,,,,
RELIGIOUS INSTITUTIONS,Salvation Army Etobicoke,2152 Kipling Ave,,416-743-3931,,,,,,,,,
RELIGIOUS INSTITUTIONS,Sikh Spiritual Centre,9 Carrier Drive,,416-746-6666,,"Largest in GTA, daily Langar",,,,,,,
RELIGIOUS INSTITUTIONS,St. Benedict's Parish,2194 Kipling Ave,,416-743-3830,,,,,,,,,
RELIGIOUS INSTITUTIONS,St. Paul the Apostle,2182 Kipling Ave,,416-743-1993,,,,,,,,,
RELIGIOUS INSTITUTIONS,Temple,Notes,,,,,,,,,,,
RELIGIOUS INSTITUTIONS,Toronto Nigerian SDA,573 Albion Rd,,\u2014,,,,,,,,,
RELIGIOUS INSTITUTIONS,Ummah Nabawiah Masjid,2074 Kipling Ave,,Charitable since 1994,,,,,,,,,
RETAIL & SHOPPING,African Caribbean Food Mart,"50 Rexdale Blvd, M9W 5Z3",M9W 5Z3,\u2014,,African & Caribbean foods,,,,African & Caribbean foods,,,
RETAIL & SHOPPING,Afromarts,Islington/Rexdale area,,\u2014,,Black-owned African & Caribbean grocery,,,,Black-owned African & Caribbean grocery,,,
RETAIL & SHOPPING,Avo Convenience,"Albion Centre, Unit A003",,"2,460 sq ft, near BMO",,,,,,,,,
RETAIL & SHOPPING,Bell,Albion Centre,,(416) 746-7055,,Carrier store,,,,Carrier store,,,
RETAIL & SHOPPING,Best Buy Express,Albion Centre,,\u2014,,"Electronics, Mon-Sat 10am-8pm",,,,"Electronics, Mon-Sat 10am-8pm",,,
RETAIL & SHOPPING,Bestco Food Mart,1701 Martin Grove Road,,\u2014,,Chinese grocery with hot table,,,,Chinese grocery with hot table,,,
RETAIL & SHOPPING,Blossom Lady Accessories,Albion Centre,,Women's accessories,,,,,,,,,
RETAIL & SHOPPING,California Fashions,Albion Centre,,Women's and general,,,,,,,,,
RETAIL & SHOPPING,Canadian Tire,"1530 Albion Road, Unit 36",,(416) 745-9070,,"Full hardware, auto centre",,,,"Full hardware, auto centre",,,
RETAIL & SHOPPING,Cellular Point,Albion Centre,,(416) 743-2555,,"Fido, Koodo, Virgin",,,,"Fido, Koodo, Virgin",,,
RETAIL & SHOPPING,Charloo's West Indian Foods,"91 Stavely Crescent, M9W 2C6",M9W 2C6,\u2014,,"Caribbean groceries, spices, halal meat, roti",,,,"Caribbean groceries, spices, halal meat, roti",,,
RETAIL & SHOPPING,Consignment Shop,279 Rexdale Blvd,,\u2014,,Secondhand with alterations,,,,Secondhand with alterations,,,
RETAIL & SHOPPING,Dollarama - Albion Centre,1530 Albion Road,,514-737-1006,,Mall hours,,,,Mall hours,,,
RETAIL & SHOPPING,Dollarama - Finch Albion,"1620 Albion Road, M9V 4B4",M9V 4B4,(416) 742-7972,,8:30am-9pm,,,,8:30am-9pm,,,
RETAIL & SHOPPING,Dollarama - Kipling Plaza,"2141 Kipling Ave, M9W 4K8",M9W 4K8,(416) 741-8158,,Mon-Sat 8am-9pm,,,,Mon-Sat 8am-9pm,,,
RETAIL & SHOPPING,Easy Home,Albion Centre,,\u2014,,Rent-to-own furniture,,,,Rent-to-own furniture,,,
RETAIL & SHOPPING,Family Leather,Albion Centre,,Leather goods,,,,,,,,,
RETAIL & SHOPPING,Food Basics,900 Albion Road,,\u2014,,Discount grocery chain,,,,Discount grocery chain,,,
RETAIL & SHOPPING,Food World Supermarket,"6628 Finch Ave W, Unit 1, M9W 0B3",M9W 0B3,(905) 858-1924,,"Indian groceries, halal meat",,,,"Indian groceries, halal meat",,,
RETAIL & SHOPPING,Freedom Mobile,"Albion Centre, Unit 94",,(416) 749-6798,,Budget carrier,,,,Budget carrier,,,
RETAIL & SHOPPING,Gateway Newstands,1530 Albion Road,,"Newspapers, magazines",,,,,,,,,
RETAIL & SHOPPING,Global Wireless (Rogers),6620 Finch Ave W,,(416) 740-4911,,Rogers dealer,,,,Rogers dealer,,,
RETAIL & SHOPPING,Goodies Convenience,"Albion Centre, 1530 Albion Road",,Inside mall,,,,,,,,,
RETAIL & SHOPPING,Hollywood Fashions,Albion Centre,,Fashion clothing,,,,,,,,,
RETAIL & SHOPPING,Home Essentials,Albion Centre,,\u2014,,Home furnishings,,,,Home furnishings,,,
RETAIL & SHOPPING,Karibu Fashions,Albion Centre,,African/ethnic fashions,,,,,,,,,
RETAIL & SHOPPING,LA FAIR Home Decor,Albion Centre,,\u2014,,Home d\u00e9cor,,,,Home d\u00e9cor,,,
RETAIL & SHOPPING,Rabba Fine Foods,Kipling/Finch area,,24-hour,,,,,,,,,
RETAIL & SHOPPING,Rexdale Community Grocery Market,Rexdale Community Hub,,416-741-3000,,"Non-profit, affordable fresh produce",,,,"Non-profit, affordable fresh produce",,,
RETAIL & SHOPPING,Rogers,"Albion Centre, Unit 49",,(416) 745-8314,,"Smartphones, tablets",,,,"Smartphones, tablets",,,
RETAIL & SHOPPING,Salvation Army Thrift,2291 Kipling Ave,,(416) 746-3500,,Near Rexdale Blvd,,,,Near Rexdale Blvd,,,
RETAIL & SHOPPING,Sheriff's No Frills,1530 Albion Road (Albion Centre),,(866) 987-6453,,"Main grocery anchor, Mon-Wed 8am-9pm",,,,"Main grocery anchor, Mon-Wed 8am-9pm",,,
RETAIL & SHOPPING,Sunny Foodmart,1620 Albion Road,,(416) 745-2988,,Asian supermarket with hot food table,,,,Asian supermarket with hot food table,,,
RETAIL & SHOPPING,Value Village - Rexdale,45 Woodbine Downs Blvd,,(416) 675-7450,,"Mon-Sat 9am-9pm, Sun 10am-6pm",,,,"Mon-Sat 9am-9pm, Sun 10am-6pm",,,
RETAIL & SHOPPING,chatr Store,1062A Albion Road,,(416) 740-6802,,Budget mobile,,,,Budget mobile,,,
RMT Clinics,Rexdale Chiropractic Centre,,,,,,,,,,,,
RMT Clinics,Wright's Wellness Clinic,,,,,,,,,,,,"Open 7 days | Languages: English, Spanish"
Real Estate Offices,Royal LePage West Realty Group,,,,,,,,,,,,
Reflexology,Albion Foot Clinic,,,,,,,,,,,,
Restaurant Supply Stores,A1 Cash & Carry - Etobicoke,"225 Evans Ave, Etobicoke, ON M8Z 1J5",M8Z 1J5,416-503-2277,,a1cashandcarry.com,etobicoke@a1cashandcarry.com,Mon-Fri 8am-6pm; Sat 8am-5pm; Sun 9am-4pm,,Wholesale prices; free delivery on orders $550+,,,
Restaurant Supply Stores,Canada Food Equipment Ltd,,,,,canadafoodequipment.com,,,,30+ years experience,,,
Restaurant Supply Stores,JFS Restaurant Equipment Ltd,,,,,jfsltd.com,,,,Family-owned since 1979,,,
Roofers,Custom Contracting,,,226-799-4975,,custom-contracting.ca,,,,,"4.9\u2605, 5,300+ roofs, 30+ years experience",,
Roofers,Reliable Roofers,,,,,,,,,,,,
Roofers,The Roof Whisperer,,,,,theroofwhisperer.ca/etobicoke,,,,,,,
